804012002592525; 05; 45685; 2018-02-22 17:23:55.411000;
804012002592527; 01; 65964; 2018-02-22 17:29:26.569000;
804012005872525; 05; 65964; 2018-02-22 17:29:41.192000;
804012002592525; 456; 65200; 2018-03-01 15:45:05.922000;
804012002585757; 888; 25251; 2018-03-01 15:47:27.905000;
804012002574545; 888; 25251; 2018-03-01 15:47:40.457000;
804012002575454; 888; 25251; 2018-03-01 15:47:52.887000;
804012002575656; 888; 25251; 2018-03-01 15:48:04.378000;
